"Dia","Mes","Ano","Estado","Comunidad","Sitio","Latitud","Longitud","Habitat","Zona","TipoProteccion","ANP","BuzoMonitor","HoraInicial","ProfundidadInicial","ProfundidadFinal","Temperatura","Visibilidad","Corriente","Transecto","Genero","Especie","GeneroEspecie","Sexo","Talla","ClaseTalla","Abundancia","RC"
1,6,2014,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","12:15",17,14.4,26,12,NA,11,"Mugil","curema","Mugil curema",NA,62,NA,33.6,"Reserva - Control"
1,6,2014,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","12:15",17,14.4,26,12,NA,11,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,64,NA,31.2,"Reserva - Control"
1,6,2014,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","12:15",17,14.4,26,12,NA,11,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,67,NA,33.6,"Reserva - Control"
1,6,2014,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","12:15",17,14.4,26,12,NA,11,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,70,NA,19.2,"Reserva - Control"
1,6,2014,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","12:15",17,14.4,26,12,NA,11,"Scarus","coeruleus","Scarus coeruleus",NA,82,NA,19.2,"Reserva - Control"
1,6,2014,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","12:15",17,14.4,26,12,NA,11,"Scarus","coeruleus","Scarus coeruleus",NA,83,NA,43.2,"Reserva - Control"
1,6,2014,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","12:15",17,14.4,26,12,NA,11,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,28,NA,24,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","15:20",9,9.7,25,12,NA,11,"Mugil","curema","Mugil curema",NA,38,NA,13,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Cristobal Libertad","15:20",9,9.7,25,12,NA,11,"Mugil","curema","Mugil curema",NA,45,NA,20,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",20,19.9,25,5,NA,4,"Bodianus","diplotaenia","Bodianus diplotaenia",NA,47,NA,17,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",20,19.9,25,5,NA,4,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,26,NA,12,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",20,19.9,25,5,NA,4,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,28,NA,12,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",20,19.9,25,5,NA,4,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,35,NA,17,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",20,19.9,25,5,NA,4,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,37,NA,18,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",20,19.9,25,5,NA,4,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,39,NA,11,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",20,19.9,25,5,NA,4,"Epinephelus","guttatus","Epinephelus guttatus",NA,28,NA,10,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",20,19.9,25,5,NA,4,"Epinephelus","guttatus","Epinephelus guttatus",NA,32,NA,17,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",20,19.9,25,5,NA,4,"Epinephelus","guttatus","Epinephelus guttatus",NA,41,NA,10,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",20,19.9,25,5,NA,4,"Epinephelus","guttatus","Epinephelus guttatus",NA,42,NA,24,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",20,19.9,25,5,NA,4,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,35,NA,11,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",20,19.9,25,5,NA,4,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,48,NA,10,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",20,19.9,25,5,NA,4,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,50,NA,12,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",20,19.9,25,5,NA,4,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,61,NA,19,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",20,19.9,25,5,NA,4,"Scarus","coeruleus","Scarus coeruleus",NA,72,NA,15,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",20,19.9,25,5,NA,4,"Scarus","coeruleus","Scarus coeruleus",NA,79,NA,16,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",20,19.9,25,5,NA,4,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,10,NA,8,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",20,19.9,25,5,NA,4,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,11,NA,14,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",20,19.9,25,5,NA,4,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,12,NA,12,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",20,19.9,25,5,NA,4,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,13,NA,13,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",20,19.9,25,5,NA,4,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,27,NA,9,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",20,19.9,25,5,NA,4,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,32,NA,13,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",20,19.9,25,5,NA,4,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,36,NA,15,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Diego Undurraga","6:50",20,19.9,25,5,NA,4,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,38,NA,13,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Ignacia Rivera","13:40",12,13.1,27,12,NA,8,"Mugil","curema","Mugil curema",NA,42,NA,15,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Ignacia Rivera","13:40",12,13.1,27,12,NA,8,"Mugil","curema","Mugil curema",NA,48,NA,16,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Ignacia Rivera","13:40",12,13.1,27,12,NA,8,"Mugil","curema","Mugil curema",NA,50,NA,15,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Ignacia Rivera","13:40",12,13.1,27,12,NA,8,"Mugil","curema","Mugil curema",NA,52,NA,11,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Ignacia Rivera","13:40",12,13.1,27,12,NA,8,"Mugil","curema","Mugil curema",NA,58,NA,11,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Ignacia Rivera","13:40",12,13.1,27,12,NA,8,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,9,NA,14,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Ignacia Rivera","13:40",12,13.1,27,12,NA,8,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,12,NA,25,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Ignacia Rivera","13:40",12,13.1,27,12,NA,8,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,13,NA,11,"Reserva - Control"
1,6,2014,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Ignacia Rivera","13:40",12,13.1,27,12,NA,8,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,14,NA,10,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Caio Faro","14:45",15,14.8,26,8,NA,5,"Bodianus","diplotaenia","Bodianus diplotaenia",NA,34,NA,16,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Caio Faro","14:45",15,14.8,26,8,NA,5,"Bodianus","diplotaenia","Bodianus diplotaenia",NA,40,NA,5,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Caio Faro","14:45",15,14.8,26,8,NA,5,"Bodianus","diplotaenia","Bodianus diplotaenia",NA,42,NA,9,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Caio Faro","14:45",15,14.8,26,8,NA,5,"Bodianus","diplotaenia","Bodianus diplotaenia",NA,49,NA,15,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Caio Faro","14:45",15,14.8,26,8,NA,5,"Epinephelus","guttatus","Epinephelus guttatus",NA,35,NA,13,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Caio Faro","14:45",15,14.8,26,8,NA,5,"Epinephelus","guttatus","Epinephelus guttatus",NA,36,NA,12,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Caio Faro","14:45",15,14.8,26,8,NA,5,"Epinephelus","guttatus","Epinephelus guttatus",NA,44,NA,14,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Caio Faro","14:45",15,14.8,26,8,NA,5,"Haemulon","sciurus","Haemulon sciurus",NA,22,NA,27,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Caio Faro","14:45",15,14.8,26,8,NA,5,"Haemulon","sciurus","Haemulon sciurus",NA,24,NA,17,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Caio Faro","14:45",15,14.8,26,8,NA,5,"Haemulon","sciurus","Haemulon sciurus",NA,28,NA,27,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Caio Faro","14:45",15,14.8,26,8,NA,5,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,37,NA,18,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Caio Faro","14:45",15,14.8,26,8,NA,5,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,42,NA,19,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Caio Faro","14:45",15,14.8,26,8,NA,5,"Mugil","curema","Mugil curema",NA,40,NA,6,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Caio Faro","14:45",15,14.8,26,8,NA,5,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,32,NA,10,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","10:20",12,11.4,26,5,NA,2,"Epinephelus","guttatus","Epinephelus guttatus",NA,33,NA,10,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","10:20",12,11.4,26,5,NA,2,"Epinephelus","guttatus","Epinephelus guttatus",NA,47,NA,8,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","8:40",13,12.5,26,6,NA,11,"Haemulon","sciurus","Haemulon sciurus",NA,19,NA,10,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","8:40",13,12.5,26,6,NA,11,"Haemulon","sciurus","Haemulon sciurus",NA,21,NA,9,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","8:40",13,12.5,26,6,NA,11,"Haemulon","sciurus","Haemulon sciurus",NA,22,NA,12,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","8:40",13,12.5,26,6,NA,11,"Haemulon","sciurus","Haemulon sciurus",NA,24,NA,15,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","8:40",13,12.5,26,6,NA,11,"Haemulon","sciurus","Haemulon sciurus",NA,28,NA,17,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","8:40",13,12.5,26,6,NA,11,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,39,NA,14,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","8:40",13,12.5,26,6,NA,11,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,43,NA,13,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","8:40",13,12.5,26,6,NA,11,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,45,NA,14,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","8:40",13,12.5,26,6,NA,11,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,46,NA,9,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","8:40",13,12.5,26,6,NA,11,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,48,NA,9,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","8:40",13,12.5,26,6,NA,11,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,12,NA,11,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Gonzalo Banda","14:45",7,8.6,27,10,NA,10,"Epinephelus","guttatus","Epinephelus guttatus",NA,34,NA,6,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Gonzalo Banda","14:45",7,8.6,27,10,NA,10,"Epinephelus","guttatus","Epinephelus guttatus",NA,35,NA,12,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Gonzalo Banda","14:45",7,8.6,27,10,NA,10,"Epinephelus","guttatus","Epinephelus guttatus",NA,38,NA,14,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Gonzalo Banda","14:45",7,8.6,27,10,NA,10,"Epinephelus","guttatus","Epinephelus guttatus",NA,40,NA,12,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Gonzalo Banda","14:45",7,8.6,27,10,NA,10,"Epinephelus","guttatus","Epinephelus guttatus",NA,44,NA,12,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","13:40",22,21.1,27,7,NA,9,"Epinephelus","guttatus","Epinephelus guttatus",NA,30,NA,6,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","13:40",22,21.1,27,7,NA,9,"Epinephelus","guttatus","Epinephelus guttatus",NA,37,NA,12,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","13:40",22,21.1,27,7,NA,9,"Epinephelus","guttatus","Epinephelus guttatus",NA,41,NA,14,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","13:40",22,21.1,27,7,NA,9,"Epinephelus","guttatus","Epinephelus guttatus",NA,42,NA,22,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","13:40",22,21.1,27,7,NA,9,"Haemulon","sciurus","Haemulon sciurus",NA,20,NA,38,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","13:40",22,21.1,27,7,NA,9,"Haemulon","sciurus","Haemulon sciurus",NA,21,NA,8,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","13:40",22,21.1,27,7,NA,9,"Haemulon","sciurus","Haemulon sciurus",NA,23,NA,14,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","13:40",22,21.1,27,7,NA,9,"Scarus","coeruleus","Scarus coeruleus",NA,51,NA,8,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","13:40",22,21.1,27,7,NA,9,"Scarus","coeruleus","Scarus coeruleus",NA,60,NA,13,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","15:20",6,6.8,26,6,NA,4,"Bodianus","diplotaenia","Bodianus diplotaenia",NA,41,NA,6,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","15:20",6,6.8,26,6,NA,4,"Epinephelus","guttatus","Epinephelus guttatus",NA,30,NA,12,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","15:20",6,6.8,26,6,NA,4,"Epinephelus","guttatus","Epinephelus guttatus",NA,43,NA,13,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","15:20",6,6.8,26,6,NA,4,"Haemulon","sciurus","Haemulon sciurus",NA,23,NA,14,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","15:20",6,6.8,26,6,NA,4,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,31,NA,19,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","15:20",6,6.8,26,6,NA,4,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,37,NA,14,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","15:20",6,6.8,26,6,NA,4,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,39,NA,11,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","15:20",6,6.8,26,6,NA,4,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,40,NA,13,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","15:20",6,6.8,26,6,NA,4,"Muraena","lentiginosa","Muraena lentiginosa",NA,29,NA,16,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","15:20",6,6.8,26,6,NA,4,"Muraena","lentiginosa","Muraena lentiginosa",NA,36,NA,15,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","15:20",6,6.8,26,6,NA,4,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,42,NA,13,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","15:20",6,6.8,26,6,NA,4,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,43,NA,12,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","15:20",6,6.8,26,6,NA,4,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,53,NA,8,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","15:20",6,6.8,26,6,NA,4,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,59,NA,27,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","15:20",6,6.8,26,6,NA,4,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,61,NA,4,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","15:20",6,6.8,26,6,NA,4,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,12,NA,39,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","15:20",6,6.8,26,6,NA,4,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,29,NA,12,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","15:20",6,6.8,26,6,NA,4,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,33,NA,12,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","6:50",9,7.7,25,9,NA,7,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,41,NA,13,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","6:50",9,7.7,25,9,NA,7,"Epinephelus","guttatus","Epinephelus guttatus",NA,35,NA,15,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","6:50",9,7.7,25,9,NA,7,"Epinephelus","guttatus","Epinephelus guttatus",NA,36,NA,17,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","6:50",9,7.7,25,9,NA,7,"Epinephelus","guttatus","Epinephelus guttatus",NA,40,NA,20,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","6:50",9,7.7,25,9,NA,7,"Haemulon","sciurus","Haemulon sciurus",NA,30,NA,15,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","6:50",9,7.7,25,9,NA,7,"Muraena","lentiginosa","Muraena lentiginosa",NA,39,NA,19,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","6:50",9,7.7,25,9,NA,7,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,34,NA,11,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","6:50",9,7.7,25,9,NA,7,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,36,NA,11,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","6:50",9,7.7,25,9,NA,7,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,45,NA,11,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","6:50",9,7.7,25,9,NA,7,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,55,NA,18,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","6:50",9,7.7,25,9,NA,7,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,43,NA,10,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","6:50",9,7.7,25,9,NA,7,"Sparisoma","viride","Sparisoma viride",NA,28,NA,13,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","6:50",9,7.7,25,9,NA,7,"Sparisoma","viride","Sparisoma viride",NA,32,NA,10,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","6:50",9,7.7,25,9,NA,7,"Sparisoma","viride","Sparisoma viride",NA,33,NA,8,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","6:50",9,7.7,25,9,NA,7,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,14,NA,4,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","6:50",9,7.7,25,9,NA,7,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,24,NA,14,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","6:50",9,7.7,25,9,NA,7,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,25,NA,18,"Reserva - Control"
1,6,2015,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Wagner Quiros","6:50",9,7.7,25,9,NA,7,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,31,NA,11,"Reserva - Control"
1,6,2015,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Alexandra Smith","8:40",13,13.3,26,8,NA,11,"Haemulon","sciurus","Haemulon sciurus",NA,6,NA,-7.5,"Reserva - Control"
